17744,-103.0253,35.18108,0.0,0.0
17745,-103.02604,35.18108,0.0,67.25381052159332
17746,-103.02684000000002,35.1811,0.0,139.9946272386582
17747,-103.02781,35.18117,0.0,228.4945431683763
17748,-103.02858,35.18125,0.0,299.03786749031417
17749,-103.02899,35.1813,0.0,336.7125157495304
17750,-103.03385,35.18197000000001,0.0,784.6424388420727
17751,-103.03451,35.18205,0.0,845.2809162210106
17752,-103.03582,35.18224,0.0,966.1967950861413
17753,-103.0378,35.1825,0.0,1148.450960228945
17754,-103.03846,35.18257,0.0,1208.9359334886215
17755,-103.03915,35.18262000000001,0.0,1271.8903804453332
17756,-103.03953,35.18264,0.0,1306.4969926483511
17757,-103.03995,35.18265,0.0,1344.6835321021458
17758,-103.04085,35.18269,0.0,1426.59794952666
17759,-103.04127,35.1827,0.0,1464.7844655066335
17760,-103.04249,35.18276,0.0,1575.8606642684076
17761,-103.04347,35.18279,0.0,1664.9871133832055
17762,-103.04381,35.18281,0.0,1695.9667840924624
17763,-103.06067,35.18349,0.0,3230.0885325779745
17764,-103.0615,35.18351,0.0,3305.552390522613
17765,-103.06255,35.18351,0.0,3400.977241549317
17766,-103.06362,35.18349,0.0,3498.2451472832404
17767,-103.06416,35.18347,0.0,3547.3711660058416
17768,-103.06525,35.18341,0.0,3646.655749695757
17769,-103.0662,35.18334,0.0,3733.3428175943427
17770,-103.06716,35.18325,0.0,3821.1607092386157
17771,-103.06753,35.1832,0.0,3855.2432539293677
17772,-103.06815,35.18313,0.0,3912.124668735876
17773,-103.06924,35.18298,0.0,4012.5796687141874
17774,-103.06963,35.18291,0.0,4048.8680336181615
17775,-103.07002,35.18285,0.0,4084.9342758887697
17776,-103.07081,35.18271,0.0,4158.3990687709365
17777,-103.07119,35.18263,0.0,4194.061406110945
17778,-103.07156,35.18256,0.0,4228.576790079253
17779,-103.07234000000001,35.18239,0.0,4301.941822126969
17780,-103.07311,35.18221,0.0,4374.727132179904
17781,-103.07413,35.18195,0.0,4471.830830239194
17782,-103.07464,35.18181,0.0,4520.72537245912
17783,-103.07566,35.18151,0.0,4619.245307355902
17784,-103.07668,35.18119,0.0,4718.540627434236
17785,-103.07805000000002,35.18074,0.0,4852.729542458447
17786,-103.07965,35.18023,0.0,5008.810915556218
17787,-103.08077,35.17986,0.0,5118.6018571314935
17788,-103.08129,35.1797,0.0,5169.099896361712
17789,-103.08389,35.17886,0.0,5423.192566376458
17790,-103.08451,35.17865,0.0,5484.188639305488
17791,-103.08501,35.1785,0.0,5532.596058135283
17792,-103.08538,35.17837,0.0,5569.199326018459
17793,-103.08776,35.1776,0.0,5801.839097069119
17794,-103.08837000000001,35.17741,0.0,5861.169522706256
17795,-103.08936,35.17708,0.0,5958.342990008361
17796,-103.08988,35.17692,0.0,6008.8425419228715
17797,-103.09797,35.17429,0.0,6800.160917656205
17798,-103.0981,35.17428,0.0,6812.02896947285
17799,-103.09818,35.17428,0.0,6819.300259923717
17800,-103.0982,35.17427,0.0,6821.431201178666
17801,-103.09822,35.17427,0.0,6823.249024014333
17802,-103.09833000000002,35.17424,0.0,6833.788873793436
17803,-103.09851,35.1742,0.0,6850.743109162463
17804,-103.09867,35.17416,0.0,6865.950675643864
17805,-103.09914,35.17407,0.0,6909.826145880884
17806,-103.09934,35.17404,0.0,6928.307964371792
17807,-103.09942,35.17402,0.0,6935.911760441583
17808,-103.09954000000002,35.17401,0.0,6946.875265929977
17809,-103.09984,35.17397,0.0,6974.503077814359
17810,-103.10006000000001,35.17396,0.0,6994.530096935499
17811,-103.10019,35.17395,0.0,7006.398196501126
17812,-103.10041000000001,35.17394,0.0,7026.4252205337525
17813,-103.10194,35.17394,0.0,7165.489231980342
17814,-103.10189,35.17430000000001,0.0,7205.776548511011
17815,-103.1019,35.17445,0.0,7222.480534002713
17816,-103.10191,35.17496,0.0,7279.197229844986
17817,-103.12755,35.16618,0.0,9805.980014548086
17818,-103.1278,35.16609,0.0,9830.811027971826
17819,-103.20776,35.1387,0.0,17712.63124994691
17820,-103.20795,35.13863,0.0,17731.58054005383
17821,-103.2773,35.11483,0.0,24571.29469310638
17822,-103.27782,35.11467,0.0,24621.82809158557
17823,-103.27882000000001,35.11439,0.0,24717.967043465713
17824,-103.28037,35.11403,0.0,24864.52508908515
17825,-103.28179,35.11377,0.0,24996.882333758567
17826,-103.28245,35.11366,0.0,25058.148518896935
17827,-103.28338,35.11353,0.0,25143.96652064718
17828,-103.28444,35.1134,0.0,25241.46072683038
17829,-103.28551,35.11329,0.0,25339.55265364897
17830,-103.28602,35.11325,0.0,25386.154629501263
17831,-103.28752,35.11316,0.0,25522.96019375987
17832,-103.29636,35.11303,0.0,26327.171942743214
17833,-103.29663,35.11304,0.0,26351.756180782908
17834,-103.29691,35.11307,0.0,26377.442381533067
17835,-103.29742,35.11314,0.0,26424.48018651293
17836,-103.29787,35.11324,0.0,26466.895381523835
17837,-103.2983,35.11336,0.0,26508.22130686769
17838,-103.29908,35.11362,0.0,26584.83366622353
17839,-103.29968,35.1138,0.0,26642.963388555636
17840,-103.29993,35.11386,0.0,26666.661572213798
17841,-103.30016,35.1139,0.0,26688.04963798744
17842,-103.30056000000002,35.11394,0.0,26724.703921283646
17843,-103.30100000000002,35.11394,0.0,26764.725678512496
17844,-103.3024,35.11392,0.0,26892.08706654595
17845,-103.30271,35.1139,0.0,26920.371787101507
17846,-103.30309,35.11385,0.0,26955.380353330413
17847,-103.30327,35.11381,0.0,26972.346307235097
17848,-103.30349,35.11377,0.0,26992.845566636028
